"year","Apples","Bananas","Grapes","PeachesNectarines","Strawberries","OtherBerries","Citrus","Melons","OtherFruit","Pears","Tomatoes","Carrots","Broccoli","Spinach","Lettuce","StringBeans","Cabbage","Onions","Corn","OtherVeg","Potatoes"
1998,17.543822147476,19.9970538650694,6.93770577611118,6.30062671118372,2.87963157038237,1.81419762348655,10.8530031365422,16.773318751133,10.2427683316293,4.40782264897619,17.4188387533874,6.43557618945601,5.47339814587256,2.01588731654343,19.0561129734105,4.79721202109297,2.90654789916834,3.37489936361934,5.61292249492593,26.3336284946294,37.5020473622111
1999,17.543822147476,19.9970538650694,6.93770577611118,6.30062671118372,2.87963157038237,1.81419762348655,10.8530031365422,16.773318751133,10.2427683316293,4.40782264897619,17.4188387533874,6.43557618945601,5.47339814587256,2.01588731654343,19.0561129734105,4.79721202109297,2.90654789916834,3.37489936361934,5.61292249492593,26.3336284946294,37.5020473622111
2000,17.543822147476,19.9970538650694,6.93770577611118,6.30062671118372,2.87963157038237,1.81419762348655,10.8530031365422,16.773318751133,10.2427683316293,4.40782264897619,17.4188387533874,6.43557618945601,5.47339814587256,2.01588731654343,19.0561129734105,4.79721202109297,2.90654789916834,3.37489936361934,5.61292249492593,26.3336284946294,37.5020473622111
2001,17.543822147476,19.9970538650694,6.93770577611118,6.30062671118372,2.87963157038237,1.81419762348655,10.8530031365422,16.773318751133,10.2427683316293,4.40782264897619,17.4188387533874,6.43557618945601,5.47339814587256,2.01588731654343,19.0561129734105,4.79721202109297,2.90654789916834,3.37489936361934,5.61292249492593,26.3336284946294,37.5020473622111
2002,17.543822147476,19.9970538650694,6.93770577611118,6.30062671118372,2.87963157038237,1.81419762348655,10.8530031365422,16.773318751133,10.2427683316293,4.40782264897619,17.4188387533874,6.43557618945601,5.47339814587256,2.01588731654343,19.0561129734105,4.79721202109297,2.90654789916834,3.37489936361934,5.61292249492593,26.3336284946294,37.5020473622111
2003,16.4428307551778,17.6850934316859,5.12135906854747,4.14849952670578,3.6912006782727,1.15012237779057,7.5995242650734,12.1624666623415,6.91069979246004,3.27132831166303,14.7029646241505,4.33804571977998,4.05221649327892,1.95401139582263,17.2921049213785,5.44920043108969,1.70794166790329,2.6523266761113,5.37614549123085,21.9771857653707,29.7395463859751
2004,16.4428307551778,17.6850934316859,5.12135906854747,4.14849952670578,3.6912006782727,1.15012237779057,7.5995242650734,12.1624666623415,6.91069979246004,3.27132831166303,14.7029646241505,4.33804571977998,4.05221649327892,1.95401139582263,17.2921049213785,5.44920043108969,1.70794166790329,2.6523266761113,5.37614549123085,21.9771857653707,29.7395463859751
2005,15.5416604463259,17.6997908722078,5.48660881658747,4.78258201642903,3.90230612355953,2.46700882364385,10.427341408018,11.982414050325,10.0639299840791,2.94110280553231,12.5158106990652,4.90101317417323,4.82624010934734,2.0135494714618,17.140342091825,4.83615560639152,1.5986914254443,2.27900332562886,4.92245641087412,22.5867234082345,28.5116281299486
2006,15.5416604463259,17.6997908722078,5.48660881658747,4.78258201642903,3.90230612355953,2.46700882364385,10.427341408018,11.982414050325,10.0639299840791,2.94110280553231,12.5158106990652,4.90101317417323,4.82624010934734,2.0135494714618,17.140342091825,4.83615560639152,1.5986914254443,2.27900332562886,4.92245641087412,22.5867234082345,28.5116281299486
2007,22.0649722603144,19.4794180590756,6.41093773551427,4.91485119843114,4.28765146903686,1.49779668442534,9.50097193759485,10.9740728364514,8.25217843799248,3.33801325508102,13.7618143357883,4.81155245391411,3.45644689456413,1.80637359618694,16.5109484105038,5.50803789038272,1.90529973254293,2.39958814165389,4.52158596155179,21.6013174881997,28.1828998813254
2008,22.0649722603144,19.4794180590756,6.41093773551427,4.91485119843114,4.28765146903686,1.49779668442534,9.50097193759485,10.9740728364514,8.25217843799248,3.33801325508102,13.7618143357883,4.81155245391411,3.45644689456413,1.80637359618694,16.5109484105038,5.50803789038272,1.90529973254293,2.39958814165389,4.52158596155179,21.6013174881997,28.1828998813254
2009,22.2218973306114,20.3167405883482,6.27140135498675,5.49349010195153,5.54126577718395,3.36801258477213,10.164174174384,12.920623102597,12.1245974796318,3.20844756934431,13.7546786910143,4.72992245265185,4.42833043725824,1.61115065420037,16.4257543069359,4.85085811894312,1.50160505866531,3.02996925295738,4.78201397598009,25.2824631589478,26.1359603022314
2010,22.2218973306114,20.3167405883482,6.27140135498675,5.49349010195153,5.54126577718395,3.36801258477213,10.164174174384,12.920623102597,12.1245974796318,3.20844756934431,13.7546786910143,4.72992245265185,4.42833043725824,1.61115065420037,16.4257543069359,4.85085811894312,1.50160505866531,3.02996925295738,4.78201397598009,25.2824631589478,26.1359603022314
2011,21.9500905807442,20.8334138922468,5.29102081043419,5.53897871091976,4.16211139665472,2.97621660085842,11.1731294952477,14.0430934162233,11.6341983097505,3.18342527995248,13.358707723145,4.81919104816804,4.44806316880814,2.38077183681984,15.2687205424421,3.90434191592132,1.7101305012802,2.22721271036925,3.80948815112408,26.6424258554155,25.9681931462455
2012,21.9500905807442,20.8334138922468,5.29102081043419,5.53897871091976,4.16211139665472,2.97621660085842,11.1731294952477,14.0430934162233,11.6341983097505,3.18342527995248,13.358707723145,4.81919104816804,4.44806316880814,2.38077183681984,15.2687205424421,3.90434191592132,1.7101305012802,2.22721271036925,3.80948815112408,26.6424258554155,25.9681931462455
2013,21.6752793874844,20.6535343480077,5.95018204575908,4.83453713946765,5.10176863290221,3.23312648283526,10.1505702271583,13.121548035712,9.41197512895577,2.65883051411065,11.6441406185474,5.42311677179626,6.21593145426742,1.97264685101722,12.165633983566,4.12971478049181,1.34080549270328,2.20015485739625,3.02689067528447,22.3234231148538,26.4812711618888
2014,21.6752793874844,20.6535343480077,5.95018204575908,4.83453713946765,5.10176863290221,3.23312648283526,10.1505702271583,13.121548035712,9.41197512895577,2.65883051411065,11.6441406185474,5.42311677179626,6.21593145426742,1.97264685101722,12.165633983566,4.12971478049181,1.34080549270328,2.20015485739625,3.02689067528447,22.3234231148538,26.4812711618888
2015,22.0990764613845,18.1859290101709,6.59167937685177,2.75005956022212,4.10160151256978,3.21151194569148,10.1322639581987,12.8394879009925,8.48643816337561,3.02551848258888,11.3566168785852,4.82878884102812,5.66672554386288,1.90760036396655,10.8345630862923,3.96817956931306,1.75284464547543,1.72798771438532,3.34579115425996,22.1465147243612,41.9619908158642
